subject,topic,subtopic,patternFamily,subtype,difficulty,gradeBand,minGrade,maxGrade,allowedGrades,allowedLevels,answerMode,optionCount,sourceFile,rowKind,bankProvenance,poolKey,itemHasExplicitGate,spine_skill_id,geography_bank_topic,spine_grade_key,stemHash,stemText
geography,homeland,homeland,moledet_geography_bank,20,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#20,1,,homeland,g1,41e8e0de5c8850f65909a933,מה זה שבועות?
geography,homeland,homeland,moledet_geography_bank,21,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#21,1,,homeland,g1,d5d9b8cd0f6e934917b82962,מה זה יום העצמאות?
geography,homeland,homeland,moledet_geography_bank,22,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#22,1,,homeland,g1,93d44bc2d47849a5ad3aa7ae,מה זה יום הזיכרון?
geography,homeland,homeland,moledet_geography_bank,23,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#23,1,,homeland,g1,23c24ce4f832b4a3be4b8f09,מה זה יום השואה?
geography,homeland,homeland,moledet_geography_bank,24,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#24,1,,homeland,g1,e23795a25739bbb54a88fb6d,מה זה יום ירושלים?
geography,homeland,homeland,moledet_geography_bank,25,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#25,1,,homeland,g1,b9c05129190c46e53ef8f74a,מה זה טו בשבט?
geography,homeland,homeland,moledet_geography_bank,26,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#26,1,,homeland,g1,e302b304d94a98f421994175,מה זה פורים?
geography,homeland,homeland,moledet_geography_bank,27,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#27,1,,homeland,g1,002a3659a51d7a2afc7dd559,מה זה ראש השנה?
geography,homeland,homeland,moledet_geography_bank,28,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#28,1,,homeland,g1,b355b91b843f5346e1076712,מה זה יום כיפור?
geography,homeland,homeland,moledet_geography_bank,29,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#29,1,,homeland,g1,4bd6ff210ffcb4584d884f43,מה זה סוכות?
geography,homeland,homeland,moledet_geography_bank,30,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#30,1,,homeland,g1,55ecdb3bf77a4f792f1310f6,מה זה שמחת תורה?
geography,homeland,homeland,moledet_geography_bank,31,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#31,1,,homeland,g1,0a4f13f90edb97e88e19faa5,מה זה התקווה?
geography,homeland,homeland,moledet_geography_bank,32,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#32,1,,homeland,g1,c940d14baf51730f7a40f4c2,מה זה דגל ישראל?
geography,homeland,homeland,moledet_geography_bank,33,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#33,1,,homeland,g1,b4b22dff52fc6eee097cb020,איזה עיר היא בירת ישראל?
geography,homeland,homeland,moledet_geography_bank,34,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#34,1,,homeland,g1,4470f82e7e5cbc0a5c73db7a,מה זה באר שבע?
geography,homeland,homeland,moledet_geography_bank,35,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#35,1,,homeland,g1,428b4cf70ab91caf1cf2b104,מה זה אשדוד?
geography,homeland,homeland,moledet_geography_bank,36,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#36,1,,homeland,g1,acffb2a6328918078ce8436d,מה זה רמת גן?
geography,homeland,homeland,moledet_geography_bank,37,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#37,1,,homeland,g1,c54aca10908a591bd3b47b0d,מה זה פתח תקווה?
geography,homeland,homeland,moledet_geography_bank,38,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#38,1,,homeland,g1,dfb3a33b7404fbb51897afa8,מה זה ים כנרת?
geography,homeland,homeland,moledet_geography_bank,39,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#39,1,,homeland,g1,080e715094a14d65a440eb2a,מה זה נהר הירדן?
geography,homeland,homeland,moledet_geography_bank,40,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#40,1,,homeland,g1,aa0e62e6ecdec1f02e416479,מה זה הר הכרמל?
geography,homeland,homeland,moledet_geography_bank,41,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#41,1,,homeland,g1,0aedf084cdf924b209cee5e9,מה זה מדבר יהודה?
geography,homeland,homeland,moledet_geography_bank,42,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#42,1,,homeland,g1,a81f2a0bf0ac8d5ede120b3c,מה זה הנגב?
geography,homeland,homeland,moledet_geography_bank,43,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#43,1,,homeland,g1,aaebf04d500b8df4ba921d92,מה זה הגליל?
geography,homeland,homeland,moledet_geography_bank,44,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#44,1,,homeland,g1,ba535a5c12681b2092a48025,מה זה השפלה?
geography,homeland,homeland,moledet_geography_bank,45,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#45,1,,homeland,g1,f258dd8ca52e3c115379631b,מה זה מישור החוף?
geography,homeland,homeland,moledet_geography_bank,46,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#46,1,,homeland,g1,2dd1ea3b36b9c295d3785000,מה זה עמק יזרעאל?
geography,homeland,homeland,moledet_geography_bank,47,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#47,1,,homeland,g1,2903dc5acf41c66fd45a707d,מה זה עמק הירדן?
geography,homeland,homeland,moledet_geography_bank,48,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#48,1,,homeland,g1,94702add088b66fb4c349b9d,מה זה רמת הגולן?
geography,homeland,homeland,moledet_geography_bank,49,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#49,1,,homeland,g1,9d3c6141f27790db833bc25d,מה זה הר החרמון?
geography,homeland,homeland,moledet_geography_bank,50,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#50,1,,homeland,g1,f30e2120bd96cbba2a7585c1,מה זה ים סוף?
geography,homeland,homeland,moledet_geography_bank,51,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:homeland#51,1,,homeland,g1,da1040b4c5fbbf424560dc38,מה זה אילת?
geography,community,community,moledet_geography_bank,0,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#0,1,,community,g1,cf55054ba45037ae251a08a3,מה היא משפחה?
geography,community,community,moledet_geography_bank,1,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#1,1,,community,g1,3511fea943219a8d567c68dd,מה תפקיד האמא במשפחה?
geography,community,community,moledet_geography_bank,2,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#2,1,,community,g1,95f211603d77c8829e7d9e5f,מה תפקיד האבא במשפחה?
geography,community,community,moledet_geography_bank,3,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#3,1,,community,g1,c5302cc1a0e8dd28e922dcd4,איפה אנחנו לומדים?
geography,community,community,moledet_geography_bank,4,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#4,1,,community,g1,d3a264eac171d6806a801b0a,מה זה כיתה?
geography,community,community,moledet_geography_bank,5,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#5,1,,community,g1,66bc0c1272661c5b271107f1,מה זה בית ספר?
geography,community,community,moledet_geography_bank,6,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#6,1,,community,g1,454c4600b3d055bb927a0a5f,מה זה שכונה?
geography,community,community,moledet_geography_bank,7,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#7,1,,community,g1,b641037f435180c9135f4f54,מה יש בשכונה?
geography,community,community,moledet_geography_bank,8,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#8,1,,community,g1,5a1485760ba9f274066be5bf,מה זה קהילה?
geography,community,community,moledet_geography_bank,9,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#9,1,,community,g1,d56734a4ccc05135ef1ae9f1,מה זה שירותים בקהילה?
geography,community,community,moledet_geography_bank,10,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#10,1,,community,g1,0f8cc9db2fe4ebdca892f663,מה זה שכנים?
geography,community,community,moledet_geography_bank,11,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#11,1,,community,g1,69599629494c106edbcf140f,מה זה רחוב?
geography,community,community,moledet_geography_bank,12,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#12,1,,community,g1,40b75fc3d5eb3648fb5b4328,מה זה גן ציבורי?
geography,community,community,moledet_geography_bank,13,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#13,1,,community,g1,87b2cf70c31eba7e3f55b160,מה זה ספרייה?
geography,community,community,moledet_geography_bank,14,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#14,1,,community,g1,02def95cfaf3e9c8b790085f,מה זה מרפאה?
geography,community,community,moledet_geography_bank,15,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#15,1,,community,g1,bb19c3919905271f21d24caf,מה זה בית כנסת?
geography,community,community,moledet_geography_bank,16,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#16,1,,community,g1,660aaa8e690d3759e65571e1,מה זה בית חולים?
geography,community,community,moledet_geography_bank,17,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#17,1,,community,g1,02b71c5d8fa2aac39897c4e8,מה זה בנק?
geography,community,community,moledet_geography_bank,18,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#18,1,,community,g1,262fc825f56acd8860133db0,מה זה דואר?
geography,community,community,moledet_geography_bank,19,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#19,1,,community,g1,0610d0b6278e21292e0a6bfb,מה זה תחנת אוטובוס?
geography,community,community,moledet_geography_bank,20,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#20,1,,community,g1,f55703f19b88aaeeb0003084,מה זה שוק?
geography,community,community,moledet_geography_bank,21,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#21,1,,community,g1,d11123cfef50c38bb00beef0,מה זה מרכול?
geography,community,community,moledet_geography_bank,22,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#22,1,,community,g1,d3559865cf56347b3ea899c5,מה זה בית קפה?
geography,community,community,moledet_geography_bank,23,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#23,1,,community,g1,11a4a9b688d539b1abec63cd,מה זה פארק?
geography,community,community,moledet_geography_bank,24,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#24,1,,community,g1,df8f8ed9ec895d098c004fca,מה זה מגרש משחקים?
geography,community,community,moledet_geography_bank,25,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#25,1,,community,g1,4ac7e8d73fe13842dfdb90ce,מה זה בית אבות?
geography,community,community,moledet_geography_bank,26,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#26,1,,community,g1,0fc7809c29b9edadccd7f570,מה זה גן ילדים?
geography,community,community,moledet_geography_bank,27,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#27,1,,community,g1,92b04b69d02cba2565cacc86,מה זה בית ספר יסודי?
geography,community,community,moledet_geography_bank,28,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#28,1,,community,g1,34f7afc687c6aba094934796,מה זה תיכון?
geography,community,community,moledet_geography_bank,29,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#29,1,,community,g1,f3d243ed8cb908a21de36bd2,מה זה אוניברסיטה?
geography,community,community,moledet_geography_bank,30,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#30,1,,community,g1,ab4ed6a07bdc6ed8f7a99899,מה זה מוזיאון?
geography,community,community,moledet_geography_bank,31,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#31,1,,community,g1,496ec018fd74582e992547ce,מה זה תיאטרון?
geography,community,community,moledet_geography_bank,32,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#32,1,,community,g1,99950ccaabf38e525c7139bd,מה זה קולנוע?
geography,community,community,moledet_geography_bank,33,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#33,1,,community,g1,00a2bf58aeeaa87ff4928965,מה זה אצטדיון?
geography,community,community,moledet_geography_bank,34,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#34,1,,community,g1,51ea77e611c9a917a3608dfa,מה זה בריכת שחייה?
geography,community,community,moledet_geography_bank,35,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#35,1,,community,g1,5c0fc134f4d8b6561b37f95a,מה זה מתנ״ס?
geography,community,community,moledet_geography_bank,36,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#36,1,,community,g1,8b2ae53c2ea3a6a5be033299,מה זה מרכז קניות?
geography,community,community,moledet_geography_bank,37,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#37,1,,community,g1,2fe54cee1793f8bcbf92caa6,מה זה תחנת משטרה?
geography,community,community,moledet_geography_bank,38,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#38,1,,community,g1,38f78e1b78907d9550c0d450,מה זה תחנת כיבוי?
geography,community,community,moledet_geography_bank,39,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#39,1,,community,g1,80898b698c4a22aa62d1166b,מה זה בית עלמין?
geography,community,community,moledet_geography_bank,40,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:community#40,1,,community,g1,67906776cd3ebbcfdc1c3028,מה זה בית קברות?
geography,citizenship,citizenship,moledet_geography_bank,0,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:citizenship#0,1,,citizenship,g1,c0092328ef209d6dcc77332b,מה זה כללי התנהגות?
geography,citizenship,citizenship,moledet_geography_bank,1,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:citizenship#1,1,,citizenship,g1,6e653bb5e237ac2704f5df76,מה זה שיתוף פעולה?
geography,citizenship,citizenship,moledet_geography_bank,2,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:citizenship#2,1,,citizenship,g1,f819abf428c2fc8a6e7c21df,מה צריך לעשות בכיתה?
geography,citizenship,citizenship,moledet_geography_bank,3,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:citizenship#3,1,,citizenship,g1,596ec6b81c82bf94a406b91d,מה זה כבוד?
geography,citizenship,citizenship,moledet_geography_bank,4,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:citizenship#4,1,,citizenship,g1,ccfc9ba61d93da12bf40c0d0,מה זה חברות?
geography,citizenship,citizenship,moledet_geography_bank,5,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:citizenship#5,1,,citizenship,g1,f0689c526796d9e7dba752e5,מה זה עזרה?
geography,citizenship,citizenship,moledet_geography_bank,6,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:citizenship#6,1,,citizenship,g1,36d4118e5619009bc75667bc,מה זה שיתוף?
geography,citizenship,citizenship,moledet_geography_bank,7,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:citizenship#7,1,,citizenship,g1,d88ec94bdbb62288f375fea8,מה זה הקשבה?
geography,citizenship,citizenship,moledet_geography_bank,8,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:citizenship#8,1,,citizenship,g1,f1ec5ea7053c8609a6f70c43,מה זה סבלנות?
geography,citizenship,citizenship,moledet_geography_bank,9,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:citizenship#9,1,,citizenship,g1,880bb5dbbd72de1b02322f32,מה זה סובלנות?
geography,citizenship,citizenship,moledet_geography_bank,10,easy,early,1,1,"[""g1""]",[],mcq,4,data/geography-questions/g1.js,geography_bank_item,static_bank,G1_EASY_QUESTIONS:citizenship#10,1,,citizenship,g1,3571329c6b3acb998d393451,מה זה התחשבות?
